concept_category,concept,n_subj,color_set,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71
fruit,mango,,uw58,0.358564815,0.390740741,0.357546296,0.371111111,0.35837963,0.364861111,0.367685185,0.38,0.366388889,0.383935185,0.353333333,0.370185185,0.37875,0.378101852,0.402037037,0.37787037,0.375324074,0.393518519,0.369305556,0.369490741,,0.395416667,0.37587963,,0.339537037,0.37212963,0.312916667,0.373287037,0.348703704,,0.412731481,0.412175926,0.45662037,0.430740741,0.389444444,0.415648148,,0.51638889,0.49384259,0.40800926,,0.409583333,0.447037037,0.473981481,,0.434074074,0.546111111,0.481388889,0.546944444,0.446388889,0.535277778,0.491851852,,0.534398148,0.502407407,,0.591481481,0.618472222,,0.671759259,0.684907407,0.643009259,0.508888889,,0.527546296,,0.609861111,,0.738703704,,0.795462963
fruit,strawberry,,uw58,0.366574074,0.384814815,0.416990741,0.437685185,0.372222222,0.392083333,0.415324074,0.435046296,0.440925926,0.493148148,0.399444444,0.386944444,0.371666667,0.391527778,0.405092593,0.412638889,0.474490741,0.508287037,0.520231481,0.605092593,,0.388518519,0.370833333,,0.360925926,0.338518519,0.365925926,0.406574074,0.426018519,,0.561296296,0.562083333,0.550555556,0.651574074,0.627083333,0.4225,,0.46078704,0.44550926,0.43527778,,0.371574074,0.383611111,0.376805556,,0.43787037,0.505462963,0.483287037,0.668518519,0.682453704,0.469768519,0.461712963,,0.471203704,0.438657407,,0.413055556,0.371990741,,0.431898148,0.438472222,0.541805556,0.765185185,,0.419583333,,0.417685185,,0.387268519,,0.423657407
fruit,watermelon,,uw58,0.361342593,0.384490741,0.384398148,0.396527778,0.364722222,0.382546296,0.364398148,0.387407407,0.39875,0.434768519,0.406712963,0.360324074,0.394583333,0.363240741,0.389398148,0.39962963,0.409768519,0.422314815,0.494305556,0.50212963,,0.463888889,0.426296296,,0.378055556,0.384814815,0.370787037,0.366388889,0.405046296,,0.468055556,0.506759259,0.518842593,0.602175926,0.577037037,0.546018519,,0.70083333,0.63587963,0.54291667,,0.389537037,0.39287037,0.400324074,,0.412777778,0.453009259,0.499259259,0.642175926,0.636990741,0.665555556,0.625601852,,0.593842593,0.536898148,,0.414490741,0.430416667,,0.423703704,0.415601852,0.484814815,0.650185185,,0.622777778,,0.538194444,,0.445416667,,0.421990741
scenes,beach,,uw58,0.706847826,0.616032609,0.412771739,0.32201087,0.708532609,0.672119565,0.465054348,0.333043478,0.337173913,0.323478261,0.688478261,0.624402174,0.704293478,0.675271739,0.315869565,0.336847826,0.45125,0.328586957,0.298641304,0.316141304,,0.555380435,0.585597826,,0.367717391,0.441630435,0.48375,0.584130435,0.579728261,,0.316086957,0.354728261,0.447228261,0.368858696,0.299728261,0.427717391,,0.40798913,0.41190217,0.46429348,,0.400217391,0.576902174,0.727445652,,0.385923913,0.515380435,0.541847826,0.365597826,0.342119565,0.405706522,0.391630435,,0.408478261,0.416793478,,0.444836957,0.575815217,,0.50875,0.65201087,0.438695652,0.356358696,,0.321630435,,0.395217391,,0.560923913,,0.467119565
scenes,field,,uw58,0.357065217,0.362880435,0.365706522,0.339130435,0.348967391,0.362282609,0.338967391,0.352391304,0.315543478,0.345597826,0.408043478,0.379293478,0.386413043,0.410597826,0.334184783,0.37048913,0.383043478,0.335,0.366304348,0.329456522,,0.517065217,0.395108696,,0.329565217,0.364293478,0.389891304,0.387880435,0.376032609,,0.375326087,0.349782609,0.348804348,0.405,0.339347826,0.543858696,,0.74005435,0.70027174,0.62777174,,0.546956522,0.504076087,0.509184783,,0.442391304,0.487826087,0.395434783,0.393369565,0.332717391,0.730706522,0.711956522,,0.712336957,0.640978261,,0.57076087,0.512771739,,0.51923913,0.469347826,0.425652174,0.356304348,,0.690380435,,0.591195652,,0.490543478,,0.460706522
scenes,ocean,,uw58,0.73048913,0.718043478,0.576304348,0.315,0.799021739,0.740108696,0.602228261,0.387771739,0.325706522,0.300434783,0.718097826,0.731358696,0.811086957,0.72,0.366086957,0.367065217,0.33798913,0.300217391,0.297119565,0.285597826,,0.60923913,0.705815217,,0.452826087,0.427445652,0.408478261,0.444619565,0.448152174,,0.293586957,0.288532609,0.324728261,0.316684783,0.270869565,0.477336957,,0.39043478,0.4011413,0.44619565,,0.371086957,0.302608696,0.402065217,,0.359184783,0.341032609,0.307119565,0.297663043,0.283641304,0.376684783,0.386630435,,0.392119565,0.338586957,,0.343641304,0.350108696,,0.305869565,0.319891304,0.302608696,0.28673913,,0.320706522,,0.31076087,,0.360706522,,0.324293478
scenes,sky,,uw58,0.779945652,0.718695652,0.55451087,0.40548913,0.779184783,0.711467391,0.60576087,0.372934783,0.383586957,0.325434783,0.760869565,0.667445652,0.779728261,0.787282609,0.34548913,0.393641304,0.404130435,0.332065217,0.334565217,0.324402174,,0.500706522,0.63423913,,0.535597826,0.52298913,0.53125,0.56875,0.595652174,,0.32375,0.339021739,0.433206522,0.348804348,0.334782609,0.409565217,,0.26244565,0.31766304,0.38418478,,0.346521739,0.325597826,0.422826087,,0.302336957,0.351358696,0.4025,0.378478261,0.309456522,0.294076087,0.29701087,,0.271684783,0.337934783,,0.319891304,0.426086957,,0.364782609,0.435923913,0.398586957,0.345054348,,0.309891304,,0.314402174,,0.374347826,,0.413152174
scenes,sunset,,uw58,0.428858696,0.441902174,0.439619565,0.382554348,0.402771739,0.41875,0.428315217,0.360815217,0.36375,0.407173913,0.406956522,0.502336957,0.447880435,0.462934783,0.392336957,0.440815217,0.409293478,0.440380435,0.43173913,0.449021739,,0.369565217,0.422228261,,0.398315217,0.439619565,0.397445652,0.357336957,0.381304348,,0.446521739,0.511684783,0.464619565,0.507445652,0.484782609,0.347282609,,0.33086957,0.35554348,0.37097826,,0.381576087,0.412228261,0.412228261,,0.435543478,0.592934783,0.555108696,0.610380435,0.517826087,0.327717391,0.334293478,,0.356847826,0.389619565,,0.545652174,0.639728261,,0.716195652,0.685326087,0.696630435,0.567119565,,0.289021739,,0.410108696,,0.68,,0.736413043
times-of-day,dawn,,uw58,0.634186047,0.569825581,0.556686047,0.524360465,0.585465116,0.535116279,0.523023256,0.466976744,0.471802326,0.449767442,0.59377907,0.517034884,0.548313953,0.652093023,0.422093023,0.535639535,0.557209302,0.511744186,0.49877907,0.490116279,,0.503313953,0.51872093,,0.444593023,0.438837209,0.513372093,0.629767442,0.541860465,,0.475872093,0.563837209,0.58255814,0.511860465,0.514709302,0.488662791,,0.48383721,0.48901163,0.55331395,,0.42494186,0.493139535,0.595930233,,0.500872093,0.617906977,0.613662791,0.556104651,0.526162791,0.490174419,0.54255814,,0.495639535,0.494883721,,0.504767442,0.640813953,,0.587267442,0.6675,0.599476744,0.546744186,,0.48255814,,0.52627907,,0.644127907,,0.66127907
times-of-day,day,,uw58,0.698255814,0.574418605,0.536395349,0.48872093,0.706976744,0.531627907,0.61744186,0.43244186,0.488430233,0.46505814,0.744593023,0.496511628,0.576686047,0.740639535,0.458139535,0.476918605,0.580988372,0.472965116,0.540755814,0.522325581,,0.591744186,0.624069767,,0.362151163,0.415930233,0.477325581,0.697848837,0.742383721,,0.452209302,0.517732558,0.593895349,0.552034884,0.543255814,0.669534884,,0.5622093,0.58011628,0.60633721,,0.41377907,0.457616279,0.641453488,,0.453895349,0.51505814,0.58377907,0.539825581,0.50005814,0.675465116,0.596395349,,0.59377907,0.62255814,,0.509651163,0.631860465,,0.510872093,0.617209302,0.60244186,0.505813953,,0.65744186,,0.607848837,,0.715348837,,0.672325581
times-of-day,dusk,,uw58,0.561860465,0.633837209,0.606918605,0.522034884,0.592151163,0.656569767,0.610174419,0.620116279,0.59994186,0.555116279,0.483255814,0.668023256,0.626976744,0.523430233,0.644069767,0.624418605,0.531918605,0.606802326,0.548953488,0.505348837,,0.579244186,0.477209302,,0.621627907,0.662151163,0.605813953,0.601104651,0.531337209,,0.636511628,0.638430233,0.524883721,0.589244186,0.524418605,0.458139535,,0.53168605,0.54523256,0.46453488,,0.581395349,0.599069767,0.520697674,,0.596511628,0.625523256,0.583837209,0.546511628,0.522965116,0.50994186,0.43255814,,0.495872093,0.43627907,,0.602325581,0.477267442,,0.595523256,0.5375,0.604593023,0.489593023,,0.447848837,,0.438430233,,0.537325581,,0.495116279
times-of-day,night,,uw58,0.5,0.65255814,0.562267442,0.450755814,0.452325581,0.646802326,0.539651163,0.552790698,0.462616279,0.424186047,0.442906977,0.679127907,0.583895349,0.472790698,0.625523256,0.537383721,0.440116279,0.514127907,0.391453488,0.405290698,,0.555523256,0.430232558,,0.815872093,0.799418605,0.69244186,0.531686047,0.379593023,,0.635930233,0.521569767,0.385988372,0.446162791,0.38244186,0.423953488,,0.52813953,0.45953488,0.46389535,,0.62744186,0.516337209,0.45255814,,0.593488372,0.515930233,0.408953488,0.430930233,0.323488372,0.462383721,0.430930233,,0.441860465,0.402267442,,0.486104651,0.419418605,,0.483662791,0.438488372,0.394127907,0.378895349,,0.363837209,,0.378895349,,0.432616279,,0.426627907
times-of-day,noon,,uw58,0.668313953,0.519767442,0.494069767,0.442034884,0.664825581,0.46127907,0.490755814,0.369418605,0.455290698,0.487267442,0.684593023,0.480406977,0.535174419,0.690406977,0.367209302,0.412848837,0.504360465,0.416627907,0.474127907,0.447674419,,0.50505814,0.629302326,,0.299476744,0.358255814,0.380290698,0.579418605,0.701627907,,0.380348837,0.423139535,0.58255814,0.468081395,0.448197674,0.581337209,,0.40534884,0.4980814,0.60244186,,0.392616279,0.43122093,0.637151163,,0.38627907,0.462906977,0.570290698,0.569418605,0.496627907,0.580232558,0.613488372,,0.52994186,0.65,,0.434244186,0.647267442,,0.53877907,0.6375,0.574825581,0.560523256,,0.639302326,,0.659593023,,0.688081395,,0.682325581
animals,bear,48,uw71,0.168,0.223944444,0.100277778,0.090222222,0.215055556,0.268,0.113333333,0.152222222,0.087611111,0.071777778,0.163388889,0.316222222,0.276111111,0.234111111,0.150166667,0.164777778,0.113388889,0.1685,0.114555556,0.0905,0.1405,0.2535,0.230722222,0.190555556,0.798055556,0.646888889,0.527222222,0.541611111,0.573888889,0.606888889,0.418,0.290111111,0.178388889,0.157611111,0.129055556,0.154444444,0.113388889,0.462333333,0.4415,0.213333333,0.229888889,0.731333333,0.713944444,0.564444444,0.523666667,0.839277778,0.639277778,0.361944444,0.329333333,0.188277778,0.307833333,0.208166667,0.197111111,0.336,0.282333333,0.253555556,0.544666667,0.4065,0.407277778,0.621444444,0.418444444,0.329333333,0.284555556,0.165166667,0.213333333,0.197944444,0.219166667,0.183055556,0.362666667,0.305777778,0.3815
animals,bird,48,uw71,0.559722222,0.485277778,0.360444444,0.284666667,0.562833333,0.507444444,0.348722222,0.238666667,0.241222222,0.304555556,0.565055556,0.549777778,0.567333333,0.477611111,0.318888889,0.327777778,0.325722222,0.281166667,0.287055556,0.305444444,0.350611111,0.437666667,0.423111111,0.494777778,0.542555556,0.586722222,0.523111111,0.560722222,0.635333333,0.641111111,0.422722222,0.401944444,0.386111111,0.379722222,0.339777778,0.292388889,0.276333333,0.504277778,0.483055556,0.405111111,0.378444444,0.5345,0.516666667,0.602666667,0.5705,0.559944444,0.604722222,0.517222222,0.507555556,0.367222222,0.496166667,0.443666667,0.381722222,0.482111111,0.445,0.372444444,0.508777778,0.618722222,0.612833333,0.591611111,0.576111111,0.561833333,0.518444444,0.361722222,0.365944444,0.3955,0.362388889,0.4055,0.537611111,0.627,0.587777778
animals,fish,48,uw71,0.622166667,0.595944444,0.313777778,0.226944444,0.694444444,0.661666667,0.360111111,0.271333333,0.321111111,0.277222222,0.619888889,0.657277778,0.676166667,0.528055556,0.240388889,0.310888889,0.3095,0.260111111,0.279444444,0.247611111,0.451555556,0.556722222,0.556388889,0.4845,0.349166667,0.409055556,0.478333333,0.419,0.429222222,0.436111111,0.363,0.373277778,0.384833333,0.376,0.296222222,0.364777778,0.402277778,0.433,0.501222222,0.436,0.403055556,0.447055556,0.465277778,0.430666667,0.448333333,0.420944444,0.480777778,0.511777778,0.423222222,0.351777778,0.455333333,0.398888889,0.389333333,0.452722222,0.395833333,0.414388889,0.474,0.454055556,0.419111111,0.416222222,0.48,0.476277778,0.393444444,0.303111111,0.406722222,0.361777778,0.392222222,0.360166667,0.432944444,0.499333333,0.517444444
animals,frog,48,uw71,0.306277778,0.312555556,0.171777778,0.153388889,0.324333333,0.320333333,0.181722222,0.185166667,0.156666667,0.137111111,0.261888889,0.362222222,0.326444444,0.216611111,0.160277778,0.189611111,0.183888889,0.174888889,0.155111111,0.160444444,0.264944444,0.463111111,0.325,0.291,0.268111111,0.362611111,0.304555556,0.257222222,0.244722222,0.240444444,0.216555556,0.194888889,0.207777778,0.199722222,0.124722222,0.5075,0.474444444,0.909111111,0.853388889,0.614777778,0.492722222,0.669444444,0.522944444,0.322944444,0.312666667,0.423722222,0.374833333,0.264611111,0.183277778,0.190833333,0.899833333,0.793388889,0.691777778,0.831833333,0.715888889,0.580166667,0.557055556,0.290111111,0.324222222,0.325611111,0.2815,0.270722222,0.199444444,0.761666667,0.797833333,0.700388889,0.625388889,0.556611111,0.308444444,0.274333333,0.238111111
animals,lion,48,uw71,0.138833333,0.139277778,0.068444444,0.126166667,0.164888889,0.180611111,0.145333333,0.142944444,0.119166667,0.112,0.128666667,0.203111111,0.203888889,0.162222222,0.153611111,0.123222222,0.136166667,0.151777778,0.121,0.119944444,0.114888889,0.1755,0.156111111,0.129166667,0.387277778,0.400666667,0.396944444,0.335944444,0.306444444,0.338833333,0.296666667,0.322388889,0.299111111,0.235388889,0.140277778,0.145666667,0.108166667,0.3065,0.296944444,0.238,0.197944444,0.549444444,0.690444444,0.669166667,0.6135,0.691611111,0.658166667,0.524277778,0.423055556,0.261944444,0.2805,0.189,0.174444444,0.307555556,0.282388889,0.230555556,0.609722222,0.775666667,0.735166667,0.805666667,0.791555556,0.657222222,0.389277778,0.185222222,0.198777778,0.212944444,0.273166667,0.313055556,0.728055556,0.792166667,0.851055556
automobiles,airplane,52,uw71,0.568333333,0.468970588,0.193480392,0.104264706,0.517745098,0.535833333,0.237303922,0.128970588,0.101568627,0.109656863,0.497156863,0.535294118,0.509754902,0.514754902,0.124313725,0.164901961,0.236715686,0.09122549,0.092058824,0.10245098,0.303382353,0.253480392,0.386127451,0.453039216,0.580686275,0.660441176,0.758480392,0.899754902,0.95127451,0.949656863,0.162401961,0.183823529,0.1875,0.14377451,0.140343137,0.190931373,0.197843137,0.226519608,0.184362745,0.230686275,0.284460784,0.158529412,0.264117647,0.384019608,0.475343137,0.201568627,0.134068627,0.17127451,0.211323529,0.14372549,0.166617647,0.188137255,0.201568627,0.173382353,0.177941176,0.229215686,0.168970588,0.232843137,0.271666667,0.136617647,0.20495098,0.157205882,0.402303922,0.199166667,0.184607843,0.230882353,0.172352941,0.159558824,0.258676471,0.276568627,0.201911765
automobiles,boat,52,uw71,0.678921569,0.66504902,0.239068627,0.146078431,0.690882353,0.67,0.285539216,0.151127451,0.178382353,0.160931373,0.645147059,0.725,0.665441176,0.625784314,0.179117647,0.196862745,0.1875,0.14504902,0.13495098,0.142303922,0.491127451,0.421029412,0.492794118,0.523382353,0.652205882,0.708970588,0.732156863,0.794705882,0.844656863,0.852205882,0.195833333,0.171519608,0.213284314,0.158480392,0.165980392,0.258088235,0.273676471,0.256960784,0.240931373,0.246568627,0.233333333,0.284607843,0.336568627,0.477401961,0.565,0.307352941,0.219509804,0.245392157,0.196666667,0.216519608,0.218088235,0.191372549,0.208088235,0.235147059,0.191127451,0.191568627,0.244362745,0.294754902,0.319558824,0.231470588,0.237892157,0.219460784,0.386911765,0.191372549,0.188921569,0.196323529,0.197058824,0.188921569,0.255539216,0.296519608,0.229509804
automobiles,car,52,uw71,0.494705882,0.497352941,0.215686275,0.1325,0.441372549,0.585098039,0.218480392,0.156862745,0.14622549,0.132009804,0.294901961,0.552058824,0.425490196,0.374460784,0.180735294,0.178235294,0.164068627,0.132009804,0.136617647,0.161764706,0.224656863,0.229901961,0.268480392,0.295735294,0.883872549,0.768186275,0.752352941,0.752401961,0.824117647,0.780196078,0.265490196,0.157843137,0.204264706,0.174166667,0.132009804,0.184852941,0.194754902,0.385588235,0.284558824,0.182156863,0.202843137,0.274166667,0.387696078,0.397941176,0.409754902,0.297009804,0.250294118,0.183382353,0.250686275,0.35754902,0.265343137,0.251813725,0.172107843,0.260980392,0.199362745,0.187303922,0.249215686,0.313529412,0.297990196,0.312794118,0.176519608,0.322843137,0.767107843,0.213676471,0.250245098,0.181470588,0.183823529,0.259656863,0.376666667,0.331813725,0.301421569
automobiles,plane,52,uw71,0.561029412,0.545098039,0.209264706,0.114166667,0.553676471,0.576813725,0.302254902,0.144411765,0.141029412,0.120441176,0.549313725,0.555147059,0.578970588,0.534852941,0.178235294,0.196911765,0.201372549,0.129558824,0.122009804,0.105098039,0.375588235,0.278823529,0.420245098,0.432058824,0.643186275,0.644362745,0.746421569,0.819754902,0.891813725,0.863039216,0.154362745,0.177745098,0.218578431,0.127303922,0.129803922,0.205686275,0.225098039,0.196666667,0.266127451,0.256127451,0.279411765,0.181862745,0.31,0.426911765,0.505931373,0.244852941,0.195441176,0.265343137,0.19495098,0.239215686,0.205686275,0.205245098,0.230735294,0.213970588,0.23,0.245931373,0.202647059,0.268137255,0.292696078,0.202205882,0.203921569,0.146862745,0.343970588,0.170294118,0.195490196,0.186617647,0.200490196,0.22872549,0.255686275,0.286862745,0.20877451
automobiles,truck,52,uw71,0.402990196,0.485098039,0.15254902,0.112745098,0.412696078,0.531862745,0.208627451,0.167647059,0.111323529,0.117352941,0.221127451,0.578676471,0.433676471,0.286568627,0.188186275,0.16122549,0.133382353,0.12,0.098480392,0.096127451,0.171421569,0.267058824,0.233480392,0.237205882,0.872058824,0.832647059,0.780588235,0.713039216,0.751617647,0.771029412,0.276029412,0.216372549,0.15622549,0.115882353,0.088970588,0.163921569,0.184656863,0.418431373,0.311421569,0.255441176,0.173823529,0.45872549,0.454411765,0.452107843,0.436764706,0.40754902,0.250147059,0.197892157,0.222794118,0.264656863,0.317401961,0.176862745,0.157794118,0.30622549,0.229411765,0.197843137,0.315343137,0.324068627,0.309852941,0.335686275,0.205735294,0.287107843,0.568578431,0.175294118,0.187745098,0.173627451,0.208235294,0.156029412,0.273039216,0.222107843,0.25627451
values,evil,52,uw71,0.2719,0.4016,0.37545,0.3549,0.30855,0.4138,0.3852,0.4727,0.35425,0.3094,0.2051,0.4832,0.3925,0.22115,0.5712,0.35825,0.2067,0.47035,0.28955,0.28325,0.1747,0.37865,0.1933,0.19995,0.8037,0.7386,0.58865,0.3789,0.22605,0.2344,0.61075,0.34225,0.16125,0.2892,0.3164,0.2866,0.22385,0.56545,0.42535,0.2578,0.2232,0.6159,0.47785,0.2692,0.2059,0.5741,0.38145,0.265,0.42545,0.52055,0.471,0.31425,0.3123,0.50075,0.33175,0.29785,0.51185,0.2883,0.2411,0.44535,0.24105,0.42415,0.7076,0.31375,0.34525,0.35285,0.3799,0.3629,0.2953,0.2788,0.3023
values,greed,52,uw71,0.26025,0.32405,0.3217,0.3404,0.2381,0.39975,0.3003,0.39565,0.2984,0.2768,0.23605,0.42925,0.31575,0.24285,0.46455,0.26575,0.24365,0.4361,0.2676,0.2964,0.23305,0.3899,0.25285,0.24905,0.6949,0.60455,0.53315,0.33315,0.26265,0.2898,0.48015,0.2773,0.212,0.2696,0.27985,0.39235,0.31325,0.71895,0.6062,0.42755,0.3734,0.6542,0.4602,0.28905,0.2882,0.45715,0.32135,0.23575,0.29735,0.37415,0.611,0.56665,0.4478,0.6742,0.54845,0.4252,0.61845,0.3294,0.2704,0.38085,0.2883,0.38365,0.5242,0.51885,0.5341,0.518,0.50935,0.4405,0.3937,0.3477,0.32225
values,justice,52,uw71,0.48435,0.4996,0.3655,0.3493,0.4912,0.55655,0.3757,0.38525,0.3841,0.33025,0.4529,0.5319,0.5678,0.5128,0.4261,0.3773,0.4046,0.3631,0.36185,0.3004,0.34145,0.43425,0.39425,0.4129,0.50295,0.45165,0.52985,0.65935,0.7171,0.74625,0.48565,0.41255,0.44135,0.4321,0.3139,0.31365,0.32885,0.37185,0.36785,0.37515,0.3895,0.2994,0.35835,0.4903,0.56105,0.36395,0.388,0.4033,0.43535,0.3697,0.3292,0.3341,0.2824,0.26535,0.2991,0.33135,0.31235,0.40625,0.42505,0.37115,0.40205,0.36315,0.52745,0.25185,0.2747,0.2673,0.28555,0.26015,0.4044,0.42285,0.34315
values,love,52,uw71,0.34125,0.2542,0.51675,0.599,0.35665,0.2957,0.5245,0.52045,0.6104,0.76765,0.3652,0.24355,0.3301,0.4379,0.4471,0.6081,0.7373,0.6435,0.79775,0.77925,0.36125,0.29935,0.3924,0.40725,0.12365,0.1063,0.1353,0.2994,0.50275,0.45585,0.55735,0.7373,0.8474,0.82635,0.8276,0.35765,0.3237,0.15745,0.2288,0.31175,0.3426,0.0866,0.1576,0.3238,0.38405,0.2588,0.42175,0.5928,0.7602,0.8361,0.1998,0.283,0.27585,0.1529,0.2751,0.2898,0.19285,0.3752,0.40915,0.2523,0.4419,0.45115,0.86675,0.23465,0.25285,0.24485,0.2488,0.2819,0.2909,0.4188,0.3922
values,peace,52,uw71,0.55635,0.3854,0.46965,0.45975,0.5655,0.41205,0.53935,0.37325,0.50045,0.4406,0.6163,0.4566,0.6215,0.7116,0.3984,0.6197,0.745,0.42015,0.5515,0.4486,0.5256,0.5038,0.62795,0.7052,0.123,0.20195,0.2786,0.5624,0.7767,0.7446,0.3771,0.59565,0.77065,0.60765,0.4953,0.5303,0.54845,0.36785,0.5224,0.65595,0.6571,0.1781,0.2451,0.5211,0.64175,0.22995,0.50765,0.654,0.54755,0.43715,0.42215,0.4897,0.5661,0.3923,0.5601,0.58635,0.2128,0.4924,0.6141,0.34995,0.54805,0.35655,0.2809,0.43175,0.4243,0.44885,0.3884,0.4799,0.4609,0.5254,0.4137
weather,blizzard,53,uw71,0.712735849,0.595283019,0.416367925,0.20759434,0.692735849,0.642075472,0.474245283,0.220377358,0.268962264,0.214575472,0.728113208,0.676179245,0.75490566,0.806981132,0.268396226,0.309811321,0.321273585,0.200849057,0.197264151,0.175424528,0.616650943,0.432264151,0.697877358,0.762877358,0.449245283,0.524056604,0.665471698,0.794198113,0.874150943,0.87254717,0.227216981,0.222877358,0.227830189,0.18740566,0.167735849,0.315,0.395990566,0.131132075,0.18740566,0.239386792,0.388632075,0.190707547,0.256792453,0.409198113,0.500613208,0.151367925,0.169858491,0.220330189,0.195471698,0.18745283,0.119150943,0.122358491,0.154811321,0.143254717,0.163160377,0.221650943,0.195424528,0.208349057,0.254669811,0.167641509,0.175990566,0.190849057,0.169009434,0.132075472,0.112641509,0.133679245,0.151273585,0.147877358,0.183915094,0.151037736,0.143584906
weather,drought,53,uw71,0.144811321,0.153113208,0.153867925,0.112075472,0.143537736,0.214245283,0.171933962,0.153207547,0.150424528,0.128537736,0.152735849,0.208632075,0.264009434,0.298537736,0.185330189,0.226886792,0.162358491,0.181179245,0.151839623,0.164858491,0.163915094,0.231981132,0.200801887,0.197971698,0.449858491,0.550283019,0.611179245,0.543632075,0.401415094,0.446839623,0.36740566,0.322641509,0.241556604,0.20245283,0.18240566,0.158490566,0.152122642,0.259103774,0.263207547,0.259575472,0.310235849,0.657358491,0.826037736,0.782264151,0.702358491,0.6675,0.655471698,0.501839623,0.316037736,0.2725,0.217877358,0.191415094,0.207075472,0.263820755,0.269575472,0.348018868,0.750754717,0.751273585,0.743207547,0.646509434,0.569056604,0.442358491,0.341886792,0.163443396,0.154103774,0.202688679,0.284339623,0.269150943,0.613962264,0.63245283,0.551603774
weather,hurricane,53,uw71,0.663679245,0.618632075,0.271886792,0.203867925,0.680660377,0.693679245,0.380896226,0.302641509,0.247783019,0.180471698,0.56509434,0.759339623,0.73990566,0.549669811,0.329669811,0.256933962,0.213537736,0.273207547,0.178490566,0.185896226,0.441981132,0.579339623,0.527971698,0.475235849,0.572783019,0.637358491,0.605707547,0.534339623,0.436603774,0.494669811,0.315707547,0.222783019,0.209292453,0.154386792,0.171367925,0.288632075,0.333396226,0.451320755,0.441179245,0.339716981,0.280896226,0.45495283,0.413679245,0.309575472,0.300754717,0.356037736,0.315896226,0.196556604,0.297641509,0.307735849,0.362830189,0.325471698,0.228962264,0.355990566,0.322122642,0.246650943,0.345707547,0.278915094,0.249528302,0.32995283,0.240754717,0.354716981,0.453773585,0.241556604,0.264150943,0.278066038,0.268066038,0.269622642,0.26009434,0.26990566,0.269103774
weather,lightning,53,uw71,0.465943396,0.39990566,0.329103774,0.240471698,0.452641509,0.43240566,0.307169811,0.224198113,0.246226415,0.266792453,0.458396226,0.427216981,0.390330189,0.432877358,0.216650943,0.226320755,0.261509434,0.197122642,0.18759434,0.236698113,0.445330189,0.264481132,0.378443396,0.470896226,0.5275,0.481367925,0.437216981,0.585896226,0.731886792,0.697924528,0.191037736,0.160990566,0.241084906,0.203632075,0.233773585,0.26745283,0.336273585,0.13259434,0.154622642,0.230943396,0.293066038,0.133915094,0.287735849,0.456273585,0.526084906,0.17254717,0.220471698,0.271037736,0.234764151,0.288301887,0.151556604,0.206037736,0.205471698,0.156981132,0.28254717,0.37759434,0.3525,0.568018868,0.588632075,0.267971698,0.357971698,0.274339623,0.316084906,0.219858491,0.223584906,0.253301887,0.381415094,0.47745283,0.634009434,0.649528302,0.442216981
weather,sandstorm,53,uw71,0.136886792,0.136320755,0.173490566,0.172877358,0.145283019,0.153773585,0.175471698,0.149622642,0.173679245,0.163301887,0.135943396,0.182641509,0.221084906,0.214009434,0.190943396,0.208867925,0.220141509,0.192358491,0.183018868,0.179575472,0.151886792,0.147216981,0.170471698,0.196320755,0.297830189,0.423915094,0.49259434,0.45009434,0.33745283,0.404716981,0.282924528,0.308962264,0.281698113,0.23759434,0.191320755,0.145141509,0.15259434,0.143301887,0.174386792,0.198396226,0.271509434,0.614528302,0.835707547,0.8175,0.795141509,0.632641509,0.680283019,0.564198113,0.365141509,0.244811321,0.128915094,0.130424528,0.150660377,0.196132075,0.248018868,0.318490566,0.738301887,0.857311321,0.817264151,0.725566038,0.68995283,0.4525,0.261933962,0.122641509,0.142264151,0.157924528,0.246037736,0.337169811,0.711650943,0.735566038,0.646037736
